symbol,name
000001,平安银行
000008,神州高铁
000021,深科技
000028,国药一致
000034,神州数码
000035,中国天楹
000039,中集集团
000061,农产品
000062,深圳华强
000063,中兴通讯
000066,中国长城
000069,华侨城A
000100,TCL科技
000157,中联重科
000158,常山北明
000166,申万宏源
000333,美的集团
000338,潍柴动力
000400,许继电气
000410,沈阳机床
000411,英特集团
000415,渤海租赁
000423,东阿阿胶
000425,徐工机械
000519,中兵红箭
000524,岭南控股
000526,学大教育
000528,柳工
000534,万泽股份
000538,云南白药
000547,航天发展
000551,创元科技
000558,天府文旅
000563,陕国投A
000564,供销大集
000568,泸州老窖
000581,威孚高科
000593,德龙汇能
000596,古井贡酒
000598,兴蓉环境
000617,中油资本
000623,吉林敖东
000625,长安汽车
000636,风华高科
000651,格力电器
000657,中钨高新
000661,长春高新
000680,山推股份
000685,中山公用
000688,国城矿业
000725,京东方A
000729,燕京啤酒
000733,振华科技
000766,通化金马
000768,中航西飞
000776,广发证券
000785,居然智家
000795,英洛华
000796,凯撒旅业
000799,酒鬼酒
000800,一汽解放
000801,四川九洲
000802,北京文化
000810,创维数字
000815,美利云
000831,中国稀土
000833,粤桂股份
000839,国安股份
000848,承德露露
000858,五粮液
000859,国风新材
000860,顺鑫农业
000869,张裕A
000887,中鼎股份
000888,峨眉山A
000890,法尔胜
000892,欢瑞世纪
000913,钱江摩托
000921,海信家电
000922,佳电股份
000925,众合科技
000927,中国铁物
000935,四川双马
000938,紫光股份
000950,重药控股
000951,中国重汽
000960,锡业股份
000962,东方钽业
000963,华东医药
000967,盈峰环境
000969,安泰科技
000970,中科三环
000973,佛塑科技
000977,浪潮信息
000980,众泰汽车
000987,越秀资本
000988,华工科技
000997,新大陆
000999,华润三九
001207,联科科技
001259,利仁科技
001270,铖昌科技
001287,中电港
001289,龙源电力
001296,长江材料
001309,德明利
001323,慕思股份
001330,博纳影业
001331,胜通能源
001359,平安电工
001696,宗申动力
002007,华兰生物
002008,大族激光
002010,传化智联
002011,盾安环境
002014,永新股份
002025,航天电器
002027,分众传媒
002028,思源电气
002032,苏泊尔
002033,丽江股份
002035,华帝股份
002044,美年健康
002050,三花智控
002056,横店东磁
002057,中钢天源
002065,东华软件
002068,黑猫股份
002074,国轩高科
002096,易普力
002097,山河智能
002120,韵达股份
002127,南极电商
002129,TCL中环
002130,沃尔核材
002131,利欧股份
002142,宁波银行
002149,西部材料
002152,广电运通
002174,游族网络
002176,江特电机
002179,中航光电
002180,奔图科技
002181,粤传媒
002191,劲嘉股份
002192,融捷股份
002195,岩山科技
002196,方正电机
002202,金风科技
002204,大连重工
002217,合力泰
002222,福晶科技
002223,鱼跃医疗
002224,三力士
002226,江南化工
002230,科大讯飞
002236,大华股份
002240,盛新锂能
002241,歌尔股份
002242,九阳股份
002243,力合科创
002249,大洋电机
002251,步步高
002252,上海莱士
002261,拓维信息
002266,浙富控股
002267,陕天然气
002270,华明装备
002273,水晶光电
002281,光迅科技
002290,禾盛新材
002292,奥飞娱乐
002294,信立泰
002304,洋河股份
002315,焦点科技
002317,众生药业
002324,普利特
002326,永太科技
002335,科华数据
002340,格林美
002348,高乐股份
002352,顺丰控股
002361,神剑股份
002364,中恒电气
002366,融发核电
002371,北方华创
002378,章源钨业
002381,双箭股份
002384,东山精密
002400,省广集团
002402,和而泰
002403,爱仕达
002414,高德红外
002415,海康威视
002416,爱施德
002422,科伦药业
002423,中粮资本
002428,云南锗业
002429,兆驰股份
002430,杭氧股份
002432,九安医疗
002436,兴森科技
002442,龙星科技
002444,巨星科技
002456,欧菲光
002460,赣锋锂业
002461,珠江啤酒
002463,沪电股份
002465,海格通信
002466,天齐锂业
002468,申通快递
002475,立讯精密
002484,江海股份
002487,大金重工
002489,浙江永强
002497,雅化集团
002508,老板电器
002511,中顺洁柔
002517,恺英网络
002518,科士达
002531,天顺风能
002534,西子洁能
002543,万和电气
002544,普天科技
002555,三七互娱
002558,巨人网络
002565,顺灏股份
002568,百润股份
002594,比亚迪
002595,豪迈科技
002600,领益智造
002602,世纪华通
002603,以岭药业
002605,姚记科技
002607,中公教育
002624,完美世界
002625,光启技术
002627,三峡旅游
002639,雪人集团
002640,跨境通
002648,卫星化学
002653,海思科
002659,凯文教育
002668,TCL智家
002677,浙江美大
002678,珠江钢琴
002701,奥瑞金
002705,新宝股份
002707,众信旅游
002709,天赐材料
002736,国信证券
002738,中矿资源
002739,儒意电影
002747,埃斯顿
002752,昇兴股份
002753,永东股份
002756,永兴材料
002768,国恩股份
002782,可立克
002787,华源控股
002803,吉宏股份
002812,恩捷股份
002821,凯莱英
002823,凯中精密
002831,裕同科技
002838,道恩股份
002850,科达利
002851,麦格米特
002859,洁美科技
002885,京泉华
002892,科力尔
002911,佛燃能源
002916,深南电路
002919,名臣健康
002922,伊戈尔
002929,润建股份
002938,鹏鼎控股
002946,新乳业
002957,科瑞技术
002959,小熊电器
002967,广电计量
002969,嘉美包装
002984,森麒麟
003006,百亚股份
003010,若羽臣
003018,金富科技
003021,兆威机电
003022,联泓新科
003033,征和工业
003036,泰坦股份
003816,中国广核
300001,特锐德
300002,神州泰岳
300003,乐普医疗
300012,华测检测
300014,亿纬锂能
300015,爱尔眼科
300017,网宿科技
300024,机器人
300031,宝通科技
300033,同花顺
300054,鼎龙股份
300056,中创环保
300058,蓝色光标
300059,东方财富
300070,碧水源
300085,银之杰
300102,乾照光电
300105,龙源技术
300113,顺网科技
300115,长盈精密
300121,阳谷华泰
300122,智飞生物
300124,汇川技术
300131,英唐智控
300133,华策影视
300136,信维通信
300137,先河环保
300142,沃森生物
300144,宋城演艺
300170,汉得信息
300179,四方达
300182,捷成股份
300184,力源信息
300185,通裕重工
300192,科德教育
300201,海伦哲
300207,欣旺达
300209,行云科技
300215,电科院
300217,东方电热
300224,正海磁材
300236,上海新阳
300247,融捷健康
300251,光线传媒
300255,常山药业
300256,星星科技
300257,开山股份
300260,新莱应材
300274,阳光电源
300277,汽轮科技
300285,国瓷材料
300291,百纳千成
300302,同有科技
300308,中际旭创
300315,掌趣科技
300316,晶盛机电
300320,海达股份
300342,天银机电
300346,南大光电
300347,泰格医药
300351,永贵电器
300359,全通教育
300364,中文在线
300376,易事特
300383,光环新网
300390,天华新能
300394,天孚通信
300395,菲利华
300398,飞凯材料
300408,三环集团
300413,芒果超媒
300416,苏试试验
300418,昆仑万维
300433,蓝思科技
300442,润泽科技
300450,先导智能
300454,深信服
300455,航天智装
300459,汤姆猫
300464,星徽股份
300474,景嘉微
300475,香农芯创
300476,胜宏科技
300487,蓝晓科技
300489,光智科技
300492,华图山鼎
300502,新易盛
300518,新迅达
300528,幸福蓝海
300548,长芯博创
300558,贝达药业
300587,天铁科技
300592,华凯易佰
300593,新雷能
300618,寒锐钴业
300620,光库科技
300626,华瑞股份
300655,晶瑞电材
300660,江苏雷利
300676,华大基因
300677,英科医疗
300679,电连技术
300688,创业黑马
300693,盛弘股份
300720,海川智能
300731,科创新源
300738,奥飞数据
300740,水羊股份
300747,锐科激光
300748,金力永磁
300750,宁德时代
300751,迈为股份
300757,罗博特科
300759,康龙化成
300760,迈瑞医疗
300762,上海瀚讯
300763,锦浪科技
300765,新诺威
300767,震安科技
300772,运达股份
300773,拉卡拉
300779,惠城环保
300792,壹网壹创
300803,指南针
300806,斯迪克
300811,铂科新材
300825,阿尔特
300832,新产业
300835,龙磁科技
300846,首都在线
300850,新强联
300855,图南股份
300856,科思股份
300857,协创数据
300862,蓝盾光电
300863,卡倍亿
300866,安克创新
300870,欧陆通
300888,稳健医疗
300894,火星人
300896,爱美客
300907,康平科技
300911,亿田智能
300919,中伟新材
300938,信测标准
300957,贝泰妮
300959,线上线下
300972,万辰集团
300975,商络电子
301015,百洋医药
301016,雷尔伟
301031,中熔电气
301048,金鹰重工
301061,匠心家居
301071,力量钻石
301078,孩子王
301081,严牌股份
301090,华润材料
301093,华兰股份
301101,明月镜片
301110,青木科技
301165,锐捷网络
301169,零点有数
301171,易点天下
301187,欧圣电气
301196,唯科科技
301200,大族数控
301215,中汽股份
301216,万凯新材
301217,铜冠铜箔
301219,腾远钴业
301228,实朴检测
301232,飞沃科技
301267,华厦眼科
301275,汉朔科技
301285,鸿日达
301293,三博脑科
301306,西测测试
301308,江波龙
301322,绿通科技
301338,凯格精机
301345,涛涛车业
301358,湖南裕能
301381,赛维时代
301389,隆扬电子
301396,宏景科技
301511,德福科技
301522,上大股份
301578,辰奕智能
302132,中航成飞
600000,浦发银行
600006,东风股份
600008,首创环保
600011,华能国际
600021,上海电力
600023,浙能电力
600025,华能水电
600030,中信证券
600031,三一重工
600036,招商银行
600050,中国联通
600054,黄山旅游
600056,中国医药
600057,厦门象屿
600060,海信视像
600066,宇通客车
600072,中船科技
600085,同仁堂
600088,中视传媒
600100,同方股份
600104,上汽集团
600105,永鼎股份
600111,北方稀土
600113,浙江东日
600118,中国卫星
600120,浙江东方
600131,国网信通
600132,重庆啤酒
600138,中青旅
600143,金发科技
600150,中国船舶
600153,建发股份
600158,中体产业
600161,天坛生物
600166,福田汽车
600172,黄河旋风
600183,生益科技
600185,珠免集团
600196,复星医药
600210,紫江企业
600223,福瑞达
600233,圆通速递
600236,桂冠电力
600258,首旅酒店
600259,中稀有色
600276,恒瑞医药
600299,安迪苏
600309,万华化学
600312,平高电气
600315,上海家化
600320,振华重工
600323,瀚蓝环境
600329,达仁堂
600330,天通股份
600332,白云山
600335,国机汽车
600352,浙江龙盛
600353,旭光电子
600366,宁波韵升
600372,中航机载
600388,龙净环保
600390,五矿资本
600392,盛和资源
600397,江钨装备
600406,国电南瑞
600410,华胜天成
600415,小商品城
600416,湘电股份
600418,江淮汽车
600436,片仔癀
600438,通威股份
600455,博通股份
600458,时代新材
600459,贵研铂业
600461,洪城环境
600482,中国动力
600487,亨通光电
600495,晋西车轴
600498,烽火通信
600499,科达制造
600500,中化国际
600511,国药股份
600517,国网英大
600518,康美药业
600519,贵州茅台
600522,中天科技
600526,菲达环保
600528,中铁工业
600535,天士力
600536,中国软件
600539,狮头股份
600545,卓郎智能
600549,厦门钨业
600550,保变电气
600559,老白干酒
600562,国睿科技
600566,济川药业
600570,恒生电子
600578,京能电力
600580,卧龙电驱
600582,天地科技
600584,长电科技
600588,用友网络
600593,大连圣亚
600597,光明乳业
600600,青岛啤酒
600601,方正科技
600602,云赛智联
600617,国新能源
600619,海立股份
600633,浙数文化
600635,大众公用
600637,东方明珠
600651,飞乐音响
600654,中安科
600655,豫园股份
600660,福耀玻璃
600661,昂立教育
600662,外服控股
600674,川投能源
600679,上海凤凰
600681,百川能源
600690,海尔智家
600702,舍得酒业
600703,三安光电
600704,物产中大
600707,彩虹股份
600713,南京医药
600715,文投控股
600733,北汽蓝谷
600739,辽宁成大
600741,华域汽车
600750,华润江中
600754,锦江酒店
600755,厦门国贸
600760,中航沈飞
600761,安徽合力
600763,通策医疗
600779,水井坊
600783,鲁信创投
600787,中储股份
600795,国电电力
600803,新奥股份
600809,山西汾酒
600816,建元信托
600817,宇通重工
600822,上海物贸
600826,兰生股份
600827,百联股份
600839,四川长虹
600845,宝信软件
600859,王府井
600867,通化东宝
600869,远东股份
600873,梅花生物
600875,东方电气
600879,航天电子
600882,妙可蓝多
600886,国投电力
600887,伊利股份
600893,航发动力
600900,长江电力
600901,江苏金租
600903,贵州燃气
600905,三峡能源
600917,重庆燃气
600919,江苏银行
600927,永安期货
600941,中国移动
600958,东方证券
600959,江苏有线
600977,中国电影
600983,惠而浦
600998,九州通
600999,招商证券
601009,南京银行
601012,隆基绿能
601019,山东出版
601058,赛轮轮胎
601059,信达证券
601066,中信建投
601098,中南传媒
601100,恒立液压
601106,中国一重
601127,赛力斯
601137,博威合金
601138,工业富联
601139,深圳燃气
601156,东航物流
601158,重庆水务
601163,三角轮胎
601166,兴业银行
601179,中国西电
601200,上海环境
601208,东材科技
601211,国泰海通
601229,上海银行
601231,环旭电子
601238,广汽集团
601288,农业银行
601318,中国平安
601319,中国人保
601328,交通银行
601336,新华保险
601360,三六零
601369,陕鼓动力
601398,工商银行
601399,国机重装
601515,衢州东峰
601519,大智慧
601567,三星电气
601579,会稽山
601595,上海电影
601598,中国外运
601601,中国太保
601607,上海医药
601615,明阳智能
601628,中国人寿
601633,长城汽车
601658,邮储银行
601688,华泰证券
601698,中国卫通
601717,中创智领
601727,上海电气
601728,中国电信
601766,中国中车
601777,千里科技
601788,光大证券
601818,光大银行
601827,三峰环境
601858,中国科传
601869,长飞光纤
601877,正泰电器
601881,中国银河
601882,海天精工
601888,中国中免
601901,方正证券
601921,浙版传媒
601928,凤凰传媒
601933,永辉超市
601958,金钼股份
601965,中国汽研
601966,玲珑轮胎
601968,宝钢包装
601985,中国核电
601988,中国银行
601991,大唐发电
601995,中金公司
601998,中信银行
603000,人民网
603002,宏昌电子
603011,合锻智能
603019,中科曙光
603033,三维股份
603053,成都燃气
603063,禾望电气
603083,剑桥科技
603087,甘李药业
603093,南华期货
603099,长白山
603100,川仪股份
603103,横店影视
603108,润达医疗
603111,康尼机电
603112,华翔股份
603115,海星股份
603122,合富中国
603124,江南新材
603127,昭衍新药
603129,春风动力
603156,养元饮品
603171,税友股份
603195,公牛集团
603198,迎驾贡酒
603218,日月股份
603219,富佳股份
603220,中贝通信
603226,菲林格尔
603228,景旺电子
603233,大参林
603256,宏和科技
603259,药明康德
603267,鸿远电子
603268,松发股份
603281,江瀚新材
603296,华勤技术
603298,杭叉集团
603301,振德医疗
603311,金海高科
603319,美湖股份
603324,盛剑科技
603338,浙江鼎力
603355,莱克电气
603358,华达科技
603366,日出东方
603368,柳药集团
603369,今世缘
603379,三美股份
603392,万泰生物
603399,永杉锂业
603444,吉比特
603456,九洲药业
603486,科沃斯
603489,八方股份
603499,翔港科技
603501,豪威集团
603516,淳中科技
603529,爱玛科技
603530,神马电力
603551,奥普科技
603568,伟明环保
603579,荣泰健康
603588,高能环境
603589,口子窖
603605,珀莱雅
603606,东方电缆
603612,索通发展
603613,国联股份
603618,杭电股份
603629,利通电子
603638,艾迪精密
603650,彤程新材
603658,安图生物
603659,璞泰来
603663,三祥新材
603667,五洲新春
603678,火炬电子
603680,今创集团
603687,大胜达
603688,石英股份
603699,纽威股份
603706,东方环宇
603713,密尔克卫
603728,鸣志电器
603766,隆鑫通用
603773,沃格光电
603776,永安行
603799,华友钴业
603800,洪田股份
603806,福斯特
603816,顾家家居
603826,坤彩科技
603833,欧派家居
603858,步长制药
603868,飞科电器
603871,嘉友国际
603881,数据港
603882,金域医学
603883,老百姓
603899,晨光股份
603915,国茂股份
603919,金徽酒
603920,世运电路
603939,益丰药房
603983,丸美生物
603985,恒润股份
603986,兆易创新
603988,中电电机
603992,松霖科技
603997,继峰股份
605009,豪悦护理
605020,永和股份
605086,龙高股份
605090,九丰能源
605098,行动教育
605099,共创草坪
605117,德业股份
605136,丽人丽妆
605183,确成股份
605196,华通线缆
605198,安德利
605255,天普股份
605298,必得科技
605299,舒华体育
605305,中际联合
605368,蓝天燃气
605376,博迁新材
605389,长龄液压
605499,东鹏饮料
605555,德昌股份
605589,圣泉集团
688002,睿创微纳
688008,澜起科技
688009,中国通号
688012,中微公司
688017,绿的谐波
688019,安集科技
688025,杰普特
688029,南微医学
688036,传音控股
688041,海光信息
688065,凯赛生物
688072,拓荆科技
688082,盛美上海
688097,博众精工
688102,斯瑞新材
688111,金山办公
688122,西部超导
688127,蓝特光学
688131,皓元医药
688146,中船特气
688150,莱特光电
688169,石头科技
688180,君实生物
688183,生益电子
688187,时代电气
688188,柏楚电子
688190,云路股份
688192,迪哲医药
688195,腾景科技
688208,道通科技
688222,成都先导
688223,晶科能源
688235,百济神州
688256,寒武纪
688266,泽璟制药
688268,华特气体
688271,联影医疗
688278,特宝生物
688297,中无人机
688300,联瑞新材
688301,奕瑞科技
688303,大全能源
688309,恒誉环保
688313,仕佳光子
688322,奥比中光
688331,荣昌生物
688335,复洁科技
688336,三生国健
688349,三一重能
688363,华熙生物
688375,国博电子
688376,美埃科技
688390,固德威
688400,凌云光
688411,海博思创
688425,铁建重工
688456,有研粉材
688459,哈铁科技
688475,萤石网络
688480,赛恩斯
688498,源杰科技
688502,茂莱光学
688506,百利天恒
688519,南亚新材
688520,神州细胞
688521,芯原股份
688525,佰维存储
688548,广钢气体
688561,奇安信
688568,中科星图
688569,铁科轨道
688578,艾力斯
688585,上纬新材
688599,天合光能
688609,九联科技
688615,合合信息
688617,惠泰医疗
688629,华丰科技
688630,芯碁微装
688660,电气风电
688677,海泰新光
688692,达梦数据
688696,极米科技
688757,胜科纳米
688777,中控技术
688800,瑞可达
